,Descripcio,Nom_comercial,Codi_carrer,Nom_carrer,Numero_inf,Lletra_inf,Accessori_inf,Numero_sup,Lletra_sup, Accessori_sup,Escala,Pis,Porta,Id_edifici,Sector,utm_x_etrs89, utm_y_etrs89,lon,lat,Year
12,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,1,1,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
13,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,1,2,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
14,HABITATGE D'ÚS TURÍSTIC,-,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,2,1,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
15,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,2,2,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
16,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,3,1,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
17,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,3,2,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
18,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,4,1,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
19,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,4,2,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
20,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS RC,6,Carrer dels Abeuradors,7,-,N,-,-,N,-,EN,2,5716,Barri Vell,485440.0,4647944.0,"2,82423781","41,98336319",2022
93,HABITATGE D'ÚS TURÍSTIC,-,14,Carrer de l'Albereda,15,-,N,-,-,N,-,3,1,98,Barri Vell,485424.0,4647752.0,"2,82404943","41,98163362",2022
99,HABITATGE D'ÚS TURÍSTIC,ALEMANYS 5,16,Carrer dels Alemanys,5,-,N,-,-,N,-,1,-,5916,Barri Vell,485655.0,4648270.0,"2,82682523","41,98630330",2022
100,HABITATGE D'ÚS TURÍSTIC,ALEMANYS 5,16,Carrer dels Alemanys,5,-,N,-,-,N,-,2,-,5916,Barri Vell,485655.0,4648270.0,"2,82682523","41,98630330",2022
101,HABITATGE D'ÚS TURÍSTIC,-,16,Carrer dels Alemanys,6,-,N,-,-,N,-,-,-,5878,Barri Vell,485672.0,4648260.0,"2,82703070","41,98621355",2022
102,HABITATGE D'ÚS TURÍSTIC,ALLOTJAMENTS SINGULARS,16,Carrer dels Alemanys,10,-,N,-,-,N,-,1,-,5880,Barri Vell,485702.0,4648271.0,"2,82739259","41,98631316",2022
103,HABITATGE D'ÚS TURÍSTIC,ALLOTJAMENTS SINGULARS,16,Carrer dels Alemanys,10,-,N,-,-,N,-,2,-,5880,Barri Vell,485702.0,4648271.0,"2,82739259","41,98631316",2022
104,HABITATGE D'ÚS TURÍSTIC,ALLOTJAMENT SINGULAR,16,Carrer dels Alemanys,10,-,N,-,-,N,-,3,-,5880,Barri Vell,485702.0,4648271.0,"2,82739259","41,98631316",2022
106,HABITATGE D'ÚS TURÍSTIC,-,16,Carrer dels Alemanys,12,-,N,-,-,N,-,2,-,5881,Barri Vell,485706.0,4648273.0,"2,82744083","41,98633125",2022
143,HABITATGE D'ÚS TURÍSTIC,LA MAGRANA,28,Carrer d'Àngela Bivern i Puig,8,-,N,-,-,N,-,-,-,6365,Montjuïc,485728.0,4649392.0,"2,82767924","41,99641008",2022
154,HABITATGE D'ÚS TURÍSTIC,-,29,Carrer d'Anselm Clavé i Camps,24,-,N,-,-,N,-,2,-,3846,Mercadal,485314.0,4648161.0,"2,82271137","41,98531530",2022
172,HABITATGE D'ÚS TURÍSTIC,-,30,Carrer d'Antic Roca,23,-,N,-,-,N,-,1,1,1697,Eixample Sud,485350.0,4646877.0,"2,82317796","41,97375142",2022
207,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,36,Carrer de l'Argenteria,10,-,N,-,-,N,-,PR,1,5819,Barri Vell,485471.0,4648097.0,"2,82460824","41,98474178",2022
216,HABITATGE D'ÚS TURÍSTIC,-,36,Carrer de l'Argenteria,18,-,N,-,-,N,-,2,-,5831,Barri Vell,485488.0,4648120.0,"2,82481290","41,98494925",2022
219,HABITATGE D'ÚS TURÍSTIC,-,36,Carrer de l'Argenteria,23,-,N,-,-,N,-,1,-,5849,Barri Vell,485470.0,4648148.0,"2,82459491","41,98520110",2022
220,HABITATGE D'ÚS TURÍSTIC,-,36,Carrer de l'Argenteria,23,-,N,-,-,N,-,2,-,5849,Barri Vell,485470.0,4648148.0,"2,82459491","41,98520110",2022
221,HABITATGE D'ÚS TURÍSTIC,-,36,Carrer de l'Argenteria,23,-,N,-,-,N,-,3,-,5849,Barri Vell,485470.0,4648148.0,"2,82459491","41,98520110",2022
222,HABITATGE D'ÚS TURÍSTIC,FLATELI,36,Carrer de l'Argenteria,23,-,N,-,-,N,-,4,-,5849,Barri Vell,485470.0,4648148.0,"2,82459491","41,98520110",2022
224,HABITATGE D'ÚS TURÍSTIC,-,36,Carrer de l'Argenteria,25,-,N,-,-,N,-,5,-,5850,Barri Vell,485471.0,4648153.0,"2,82460686","41,98524615",2022
251,HABITATGE D'ÚS TURÍSTIC,-,42,Carrer de l'Auriga,6,-,N,-,-,N,-,1,-,74,Barri Vell,485510.0,4647831.0,"2,82508560","41,98234673",2022
254,HABITATGE D'ÚS TURÍSTIC,FUNDACIÓ L'OLIVAR,43,Travessia de l'Auriga,7,-,N,-,-,N,-,3,-,61,Barri Vell,485519.0,4647815.0,"2,82519464","41,98220279",2022
277,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,3,-,N,-,-,N,-,2,1,5994,Barri Vell,485486.0,4648177.0,"2,82478735","41,98546259",2022
278,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,3,-,N,-,-,N,-,2,2,5994,Barri Vell,485486.0,4648177.0,"2,82478735","41,98546259",2022
279,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,3,-,N,-,-,N,-,3,1,5994,Barri Vell,485486.0,4648177.0,"2,82478735","41,98546259",2022
280,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,3,-,N,-,-,N,-,3,2,5994,Barri Vell,485486.0,4648177.0,"2,82478735","41,98546259",2022
285,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,5,-,N,-,-,N,-,2,1,5995,Barri Vell,485487.0,4648183.0,"2,82479927","41,98551665",2022
293,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,13,-,N,-,-,N,-,3,-,5999,Barri Vell,485488.0,4648201.0,"2,82481090","41,98567879",2022
295,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,15,-,N,-,-,N,-,1,-,6000,Barri Vell,485490.0,4648206.0,"2,82483492","41,98572386",2022
296,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,16,-,N,-,-,N,-,1,-,5957,Barri Vell,485507.0,4648205.0,"2,82504017","41,98571516",2022
297,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,16,-,N,-,-,N,-,2,-,5957,Barri Vell,485507.0,4648205.0,"2,82504017","41,98571516",2022
300,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,18,-,N,-,-,N,-,1,-,5958,Barri Vell,485505.0,4648210.0,"2,82501590","41,98576016",2022
301,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,18,-,N,-,-,N,-,2,-,5958,Barri Vell,485505.0,4648210.0,"2,82501590","41,98576016",2022
304,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,20,-,N,-,-,N,-,1,1,5959,Barri Vell,485504.0,4648215.0,"2,82500370","41,98580517",2022
307,HABITATGE D'ÚS TURÍSTIC,GIRONA RIVERSIDE,51,Carrer de les Ballesteries,23,-,N,-,-,N,-,2,-,6004,Barri Vell,485484.0,4648223.0,"2,82476207","41,98587686",2022
309,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,25,-,N,-,-,N,-,2,-,6005,Barri Vell,485483.0,4648227.0,"2,82474989","41,98591287",2022
310,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,25,-,N,-,-,N,-,3,-,6005,Barri Vell,485483.0,4648227.0,"2,82474989","41,98591287",2022
311,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,51,Carrer de les Ballesteries,26,-,N,-,-,N,-,1,-,8632,Barri Vell,485494.0,4648244.0,"2,82488227","41,98606618",2022
312,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,51,Carrer de les Ballesteries,26,-,N,-,-,N,-,2,-,8632,Barri Vell,485494.0,4648244.0,"2,82488227","41,98606618",2022
317,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,31,-,N,-,-,N,-,2,-,6008,Barri Vell,485479.0,4648250.0,"2,82470104","41,98611995",2022
320,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,34,-,N,36,-,N,-,1,-,5966,Barri Vell,485489.0,4648264.0,"2,82482141","41,98624622",2022
321,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,34,-,N,36,-,N,-,2,-,5966,Barri Vell,485489.0,4648264.0,"2,82482141","41,98624622",2022
327,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,38,-,N,42,-,N,-,2,2,5969,Barri Vell,485487.0,4648275.0,"2,82479700","41,98634526",2022
328,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,38,-,N,42,-,N,-,3,1,5969,Barri Vell,485487.0,4648275.0,"2,82479700","41,98634526",2022
333,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,39,-,N,-,-,N,-,1,1,6011,Barri Vell,485472.0,4648265.0,"2,82461616","41,98625492",2022
334,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,39,-,N,-,-,N,-,2,1,6011,Barri Vell,485472.0,4648265.0,"2,82461616","41,98625492",2022
335,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,39,-,N,-,-,N,-,3,1,6011,Barri Vell,485472.0,4648265.0,"2,82461616","41,98625492",2022
336,HABITATGE D'ÚS TURÍSTIC,-,51,Carrer de les Ballesteries,39,-,N,-,-,N,-,4,1,6011,Barri Vell,485472.0,4648265.0,"2,82461616","41,98625492",2022
341,HABITATGE D'ÚS TURÍSTIC,AS L'ESTUDI DE L'ONYAR,51,Carrer de les Ballesteries,45,-,N,-,-,N,-,EN,1,6014,Barri Vell,485470.0,4648283.0,"2,82459157","41,98641700",2022
342,HABITATGE D'ÚS TURÍSTIC,SLEEPINGIRONA,51,Carrer de les Ballesteries,45,-,N,-,-,N,-,EN,2,6014,Barri Vell,485470.0,4648283.0,"2,82459157","41,98641700",2022
360,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,2,-,N,8,-,N,-,1,5,6071,Barri Vell,485455.0,4648494.0,"2,82440527","41,98831712",2022
361,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,2,-,N,8,-,N,-,3,3,6071,Barri Vell,485455.0,4648494.0,"2,82440527","41,98831712",2022
362,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,2,-,N,8,-,N,-,4,3,6071,Barri Vell,485455.0,4648494.0,"2,82440527","41,98831712",2022
363,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,2,-,N,8,-,N,-,4,4,6071,Barri Vell,485455.0,4648494.0,"2,82440527","41,98831712",2022
370,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,10,-,N,14,-,N,-,3,1,11198,Barri Vell,485458.0,4648512.0,"2,82444104","41,98847930",2022
373,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,16,-,N,18,-,N,-,1,1,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
374,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,55,Carrer de la Barca,16,-,N,18,-,N,-,1,3,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
375,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,16,-,N,18,-,N,-,2,1,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
376,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,16,-,N,18,-,N,-,2,2,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
377,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,55,Carrer de la Barca,16,-,N,18,-,N,-,2,4,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
378,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,16,-,N,18,-,N,-,3,4,11169,Barri Vell,485463.0,4648528.0,"2,82450101","41,98862350",2022
381,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,55,Carrer de la Barca,17,-,N,-,-,N,-,1,2,6070,Barri Vell,485439.0,4648543.0,"2,82421090","41,98875815",2022
382,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,17,-,N,-,-,N,-,1,3,6070,Barri Vell,485439.0,4648543.0,"2,82421090","41,98875815",2022
383,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,55,Carrer de la Barca,17,-,N,-,-,N,-,4,1,6070,Barri Vell,485439.0,4648543.0,"2,82421090","41,98875815",2022
385,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,19,-,N,-,-,N,-,1,1,6054,Barri Vell,485452.0,4648559.0,"2,82436744","41,98890250",2022
386,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,19,-,N,-,-,N,-,1,2,6054,Barri Vell,485452.0,4648559.0,"2,82436744","41,98890250",2022
387,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,19,-,N,-,-,N,-,1,3,6054,Barri Vell,485452.0,4648559.0,"2,82436744","41,98890250",2022
388,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,19,-,N,-,-,N,-,1,4,6054,Barri Vell,485452.0,4648559.0,"2,82436744","41,98890250",2022
391,HABITATGE D'ÚS TURÍSTIC,BRAVÍSSIMO BARCA,55,Carrer de la Barca,23,-,N,-,-,N,-,2,-,6055,Barri Vell,485459.0,4648573.0,"2,82445161","41,98902872",2022
394,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,25,-,N,-,-,N,-,2,2,6056,Barri Vell,485463.0,4648576.0,"2,82449982","41,98905582",2022
395,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,25,-,N,-,-,N,-,3,1,6056,Barri Vell,485463.0,4648576.0,"2,82449982","41,98905582",2022
399,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,1,A,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
400,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,1,B,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
401,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,1,C,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
402,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,2,A,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
403,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,2,B,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
404,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,2,C,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
405,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,3,A,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
406,HABITATGE D'ÚS TURÍSTIC,-,55,Carrer de la Barca,34,-,N,-,-,N,-,3,B,6090,Barri Vell,485501.0,4648571.0,"2,82495870","41,98901148",2022
430,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,7,-,N,-,-,N,-,3,2,1159,Eixample Nord,485014.0,4647689.0,"2,81910184","41,98105851",2022
456,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,16,-,N,-,-,N,ES,2,2,1096,Eixample Nord,484974.0,4647697.0,"2,81861879","41,98112980",2022
466,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,22,-,N,-,-,N,-,5,1,1120,Eixample Nord,484938.0,4647590.0,"2,81818698","41,98016540",2022
481,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,31,-,N,-,-,N,-,AT,1,1231,Eixample Nord,484966.0,4647519.0,"2,81852678","41,97952646",2022
502,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,34,-,N,-,-,N,-,2,4,11232,Eixample Nord,484883.0,4647398.0,"2,81752801","41,97843507",2022
511,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,41,-,N,-,-,N,-,3,D,11270,Eixample Nord,484960.0,4647401.0,"2,81845737","41,97846356",2022
512,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,41,-,N,-,-,N,-,4,B,11270,Eixample Nord,484960.0,4647401.0,"2,81845737","41,97846356",2022
532,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,57,-,N,-,-,N,-,1,2,2667,Eixample Nord,484857.0,4647139.0,"2,81722085","41,97610184",2022
547,HABITATGE D'ÚS TURÍSTIC,-,56,Carrer de Barcelona,83,-,N,-,-,N,-,2,1,1571,Eixample Sud,484706.0,4646689.0,"2,81540996","41,97204593",2022
644,HABITATGE D'ÚS TURÍSTIC,-,58,Pujada de la Barrufa,29,A,N,-,-,N,-,-,-,11254,Montjuïc,485790.0,4648926.0,"2,82843910","41,99221411",2022
671,HABITATGE D'ÚS TURÍSTIC,-,64,Plaça dels Bell-lloc,4,-,N,-,-,N,-,1,2B,75,Barri Vell,485475.0,4647845.0,"2,82466276","41,98247218",2022
672,HABITATGE D'ÚS TURÍSTIC,-,64,Plaça dels Bell-lloc,4,-,N,-,-,N,-,2,2,75,Barri Vell,485475.0,4647845.0,"2,82466276","41,98247218",2022
673,HABITATGE D'ÚS TURÍSTIC,-,64,Plaça dels Bell-lloc,4,-,N,-,-,N,-,3,2A,75,Barri Vell,485475.0,4647845.0,"2,82466276","41,98247218",2022
674,HABITATGE D'ÚS TURÍSTIC,-,64,Plaça dels Bell-lloc,4,-,N,-,-,N,-,3,2B,75,Barri Vell,485475.0,4647845.0,"2,82466276","41,98247218",2022
682,HABITATGE D'ÚS TURÍSTIC,-,66,Carrer del Bellaire,1,-,N,-,-,N,-,1,1,6122,Barri Vell,485552.0,4648541.0,"2,82557514","41,98874222",2022
683,HABITATGE D'ÚS TURÍSTIC,-,66,Carrer del Bellaire,1,-,N,-,-,N,-,1,2,6122,Barri Vell,485552.0,4648541.0,"2,82557514","41,98874222",2022
684,HABITATGE D'ÚS TURÍSTIC,-,66,Carrer del Bellaire,1,-,N,-,-,N,-,2,1,6122,Barri Vell,485552.0,4648541.0,"2,82557514","41,98874222",2022
685,HABITATGE D'ÚS TURÍSTIC,-,66,Carrer del Bellaire,1,-,N,-,-,N,-,2,2,6122,Barri Vell,485552.0,4648541.0,"2,82557514","41,98874222",2022
686,HABITATGE D'ÚS TURÍSTIC,APARTAMENT BELLAIRE,66,Carrer del Bellaire,1,-,N,-,-,N,-,BS,-,6122,Barri Vell,485552.0,4648541.0,"2,82557514","41,98874222",2022
688,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,1,1,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
689,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,1,2,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
690,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,1,3,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
691,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,1,4,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
692,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,1,5,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
693,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,2,1,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
694,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,2,2,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
695,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,2,3,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
696,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,2,4,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
697,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,2,5,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
698,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,3,1,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
699,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,3,2,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
700,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,3,3,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
701,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,3,4,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
702,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,66,Carrer del Bellaire,9,-,N,11,-,N,-,3,5,11899,Barri Vell,485479.0,4648588.0,"2,82469269","41,98916419",2022
704,HABITATGE D'ÚS TURÍSTIC,-,67,Carrer de la Bellavista,3,-,N,-,-,N,-,-,-,201,Carme,485791.0,4647583.0,"2,82848364","41,98011820",2022
705,HABITATGE D'ÚS TURÍSTIC,-,67,Carrer de la Bellavista,8,-,N,-,-,N,-,-,-,9638,Carme,485821.0,4647588.0,"2,82884565","41,98016377",2022
708,HABITATGE D'ÚS TURÍSTIC,-,68,Carrer del Bellpuig,4,A,N,-,-,N,-,BS,2,6577,Montjuïc,486544.0,4649399.0,"2,83753146","41,99648749",2022
747,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,7,-,N,-,-,N,-,1,2,1285,Eixample Nord,485308.0,4647332.0,"2,82265966","41,97784867",2022
748,HABITATGE D'ÚS TURÍSTIC,BISBE 2,74,Carrer de Tomás de Lorenzana,8,-,N,12,-,N,-,3,1,1301,Eixample Nord,485315.0,4647382.0,"2,82274291","41,97829913",2022
750,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,14,-,N,-,-,N,-,1,1,9111,Eixample Nord,485296.0,4647371.0,"2,82251384","41,97819970",2022
751,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,14,-,N,-,-,N,-,AT,1,9111,Eixample Nord,485296.0,4647371.0,"2,82251384","41,97819970",2022
752,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,14,-,N,-,-,N,-,AT,3,9111,Eixample Nord,485296.0,4647371.0,"2,82251384","41,97819970",2022
753,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,14,-,N,-,-,N,-,AT,4,9111,Eixample Nord,485296.0,4647371.0,"2,82251384","41,97819970",2022
754,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,1,1,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
755,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,1,2,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
756,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,2,1,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
757,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,2,2,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
758,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,3,1,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
759,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,3,2,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
760,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,4,1,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
761,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,4,2,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
762,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,EN,1,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
763,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,15,-,N,-,-,N,-,EN,2,1281,Eixample Nord,485268.0,4647324.0,"2,82217704","41,97777587",2022
766,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,17,-,N,-,-,N,-,1,2,11855,Eixample Nord,485266.0,4647351.0,"2,82215223","41,97801901",2022
772,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,29,-,N,-,-,N,-,3,3,11794,Eixample Nord,485170.0,4647364.0,"2,82099313","41,97813430",2022
784,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,35,-,N,-,-,N,B,2,2,1365,Eixample Nord,485096.0,4647390.0,"2,82009925","41,97836707",2022
