Descripcio;Nom_comercial;Codi_carrer;Codi_via;Nom_carrer;Numero_inf;Lletra_inf;Accessori_inf;Numero_sup;Lletra_sup; Accessori_sup;Escala;Pis;Porta;Id_edifici;utm_x_ed50;utm_y_ed50;utm_x_etrs89; utm_y_etrs89;lon;lat
VENDA DE PRODUCTES CONGELATS;LA SIRENA;74;CR;Tomás de Lorenzana;48;;N;;;N;;BS;;1228;485050;4647678;484956;4647473;2,81841306;41,9791148
BAR;L'OLIVERA;432;CR;Olivera;19;;N;;;N;;BS;1;425;485667;4647340;485573;4647135;2,82586896;41,97608204
BAR;BD GUST;310;CR;Josep Morató i Grau;2;;N;;;N;;BS;A;424;485627;4647490;485533;4647285;2,82538248;41,97743231
BAR;MONTNEGRE;408;CR;Montnegre;25;;N;;;N;;BS;2;5146;484030;4647261;483936;4647056;2,80611226;41,97533896
MAGATZEM I VENDA DE MATERIAL CLIMATITZACIÓ;GUERIN;718;CR;Indústria;2;;N;0;;N;;;;5074;484036;4646231;483942;4646026;2,8062127;41,9660622
GESTORIA ADMINISTRATIVA;;474;PL;Pompeu Fabra;9;;N;;;N;;1;A;1050;485334;4647942;485240;4647737;2,82183455;41,98149791
BAR;CUELLAR;217;CR;Font;1;;N;;;N;;;;8578;487086;4646723;486992;4646518;2,84301013;41,9705495
DESPATX PROF. MERCANTIL;PUIG-CASADEVALL i CIA S.L., ASSESSORIA D'EMPRESES;260;CR;Jaume I;3;;N;;;N;;3;B;3833;485352;4648371;485258;4648166;2,82204111;41,98536211
VENDA MENOR DE VINS I LICORS;EL CELLER;39;PL;Assumpció;31;;N;;;N;;;;4463;484515;4647234;484421;4647029;2,81196693;41,97510548
AGENCIA DE VIATGES.;VIATGES PLAIMONT;260;CR;Jaume I;65;;N;;;N;;BS;1;1075;485374;4647775;485280;4647570;2,82232156;41,97999454
ESCOLA D'IDIOMES.;;186;CR;Emili Grahit;73;;N;;;N;;EN;;1519;485425;4647214;485331;4647009;2,82295111;41,97494274
VENDA AL MAJOR I MAGATZEM DE PRODUCTES DE BELLESA - ESTÈTICA;;242;CR;Garrotxa;16;;N;;;N;;BS;2;4722;484300;4647538;484206;4647333;2,80936375;41,97783925
DESPATX ECONOMISTE;JOAQUÍN DE VICENTE MARTÍ ECONOMISTAS;359;PL;Marquès de Camps;9;;N;;;N;;5;1;1109;485081;4647979;484987;4647774;2,81877959;41,9818264
PERRUQUERIA;;78;CR;Bonastruc de Porta;35;;N;;;N;;EN;B;3942;485070;4648138;484976;4647933;2,81864276;41,98325825
BAR;KIM'S BURGER;227;AV;França;42;;N;44;;N;;BS;;8394;485201;4649509;485107;4649304;2,82018952;41,99560885
BAR-RESTAURANT (CAT. 3);ESTUDI;636;PL;Tomàs Baraut i Obiols;1;;N;;;N;;BS;;6809;485498;4650516;485404;4650311;2,82375053;42,00468408
ESTACIÓ DE SERVEI AMB BOTIGA DE CONVENIÈNCIA I TUNEL DE RENTAT;CEPSA;595;CT;Santa Coloma;15;;N;0;;N;;;;4980;484459;4646452;484365;4646247;2,81131172;41,96806115
BAR;GIRONA 2;237;CR;Riu Freser;82;;N;;;N;;BS;2;3544;484547;4645927;484453;4645722;2,81238759;41,96333438
Vda.INSTAL.LACIO PNEUMATICS I ACCESORIS;TURINI;601;CR;Santa Maria;5;;N;0;;N;;BS;;2534;484705;4646451;484611;4646246;2,81428064;41,96805697
CARNISSERIA AMB OBRADOR;JOAN COMAS CARNISSERIA;556;CR;Rutlla;147;;N;;;N;;BS;1;1897;485415;4646793;485321;4646588;2,82284088;41,97115075
BAR RESTAURANT;BOIRA;289;PL;Independència;17;;N;;;N;;BS;1;3780;485497;4648374;485403;4648169;2,82379146;41,98539182
BUGADERIA EN REGIM D'AUTOSERVEI;TINTORERIA NÚRIA;52;CR;Jaume Balmes;6;;N;;;N;;BS;;2626;485113;4647270;485019;4647065;2,81918387;41,97544127
OFICINA BANCARIA;Caja Madrid;612;CR;Sèquia;11;;N;0;;N;;;;3689;485208;4648134;485114;4647929;2,82030873;41,98322483
RESTAURANT;EL POU DEL CALL;225;CR;Força;14;;N;;;N;;BS;;5938;485619;4648478;485525;4648273;2,82526169;41,98633075
OFICINES COMERCIALS;ENDESA;166;CR;Creu;3;;N;;;N;;BS;;1528;485436;4647231;485342;4647026;2,82308346;41,97509606
BAR RESTAURANT (CAT. 2);GIRONA JUNIOR;611;CR;Riu Segre;8;;N;;;N;B;BS;;2562;484686;4646267;484592;4646062;2,81405613;41,96639937
ESTANC;ESTANC SANTA EUGÈNIA;596;CR;Santa Eugènia;169;;N;;;N;;BS;5;5262;483810;4647410;483716;4647205;2,80345275;41,97667646
BAR-RESTAURANT;CAN MANOLO;476;CR;Pont de la Barca;1;;N;;;N;;BS;2;7333;485060;4648993;484966;4648788;2,81850026;41,99095875
AUTOSERVEI DE CARNS ENVASADES;ÀREA DE GUISSONA;166;CR;Creu;20;;N;;;N;;BS;2;1458;485345;4647304;485251;4647099;2,82198327;41,97575186
AUTOSERVEI D'ALIMENTACIO;CARNISSERIA PERE ILLA;676;CR;València;31;;N;0;;N;;;;4930;484241;4646521;484147;4646316;2,80867891;41,96867828
BAR-RESTAURANT (CAT. 3);EL PAGÈS;556;CR;Rutlla;117;;N;0;;N;;;;1816;485340;4646982;485246;4646777;2,82193097;41,97285161
VENDA MN. DE MOBLES;HIPER MOBLE GIRONA;56;CR;Barcelona;121;;N;0;;N;;;;11354;484725;4646622;484631;4646417;2,81451756;41,9695975
MAGATZEM DE PRODUCTES LACTICS;LACFOR;733;CR;Trens Petits;3;;N;0;;N;;;;10138;484064;4645509;483970;4645304;2,80657021;41,95955994
LLAR D'INFANTS;ESCOLA BRESSOL CEL BLAU;137;CR;Castell de Requesens;11;;N;0;;N;;;;2226;485444;4646640;485350;4646435;2,82319468;41,96977326
RESTURANT (PIZZERIA);TELEPIZZA;260;CR;Jaume I;30;;N;;;N;;BS;;4012;485194;4648284;485100;4648079;2,82013594;41,98457557
VENDA MENOR DE MOBLES;MOBLES LA FÀBRICA;595;CT;Santa Coloma;50;;N;56;;N;;;;8831;484076;4646075;483982;4645870;2,80669966;41,96465797
TALLER DE MARBRES;;728;CR;Castell de Montgrí;7;;N;;;N;;;;11800;483536;4649389;483442;4649184;2,80008994;41,99449493
ELABORACIÓ I VENDA PLATS CUINATS;ROSTISSERIA LA RODONA;596;CR;Santa Eugènia;61;;N;0;;N;;BS;ES;5568;484529;4647695;484435;4647490;2,81212375;41,97925783
OFICINES;ARCADI PLA, SA;354;CR;Manel Quer;9;;N;;;N;;EN;1;2659;484997;4647295;484903;4647090;2,8177831;41,97566423
BOTIGA D'ALIMENTACIÓ;;358;CR;Marquès de Caldes de Montbui;62;;N;;;N;;BS;1;2357;484999;4646556;484905;4646351;2,81782614;41,96900834
OFICINES D'ASSEGURANCES I CENTRE DE PERITATGE;MAPFRE;595;CT;Santa Coloma;101;;N;103;;N;;;;8917;483877;4645622;483783;4645417;2,80431057;41,96057389
VDA., EXP. I TALLER-REPARACIO VEHICLES;VOLVO;300;CR;Joan Torró i Cabratosa;32;;N;36;;N;;;;8841;483885;4645520;483791;4645315;2,80440991;41,95965537
CENTRE SOCIAL SANITARI ASSISTIT;MUTUAM Girona sociosanitària;227;AV;França;64;;N;0;;N;;;;10054;484951;4650145;484857;4649940;2,81715472;42,00133232
PARC DE VEHICLES I TALLER MECÀNIC, SERVEIS D'ESCOMBRARIES I DEIXALLERIA;GIRONA +NETA;300;CR;Joan Torró i Cabratosa;7;;N;11;;N;;;;11456;484115;4645679;484021;4645474;2,80718103;41,96109211
DESPATX PROF. MERCANTIL;CAPELLAS & ASSOCIATS, S.L.;474;PL;Pompeu Fabra;9;;N;;;N;;1;B;1050;485334;4647942;485240;4647737;2,82183455;41,98149791
DESPATX DE METGE;CENTRE D'AL·LERGIA;46;CR;Bernat Bacià;6;;N;;;N;;EN;A;1172;485177;4647801;485083;4647596;2,81994293;41,98022503
PEIXETERIA;NEPTUNO;123;CR;Carles Rahola;36;;N;;;N;;;;2401;484892;4646640;484798;4646435;2,81653261;41,96976285
DESPATX D'APARELLADOR;;186;CR;Emili Grahit;59;;N;61;;N;;EN;2;1504;485322;4647206;485228;4647001;2,82170811;41,97486878
BAR;DIEGO OYA;332;PL;Llimoner;6;;N;;;N;;;;8580;487071;4647188;486977;4646983;2,84281885;41,97473737
ASSISTÈNCIA SANITÀRIA ACCIDENTS TREBALL;FREMAP;186;CR;Emili Grahit;2;;N;0;;N;;BS;;1539;484921;4647229;484827;4647024;2,81686747;41,97506834
BAR;BONES ESTONES;445;CR;Pamplona;3;;N;;;N;;BS;1;5282;484438;4646699;484344;4646494;2,81105173;41,97028539
CONSULTORI DENTAL;CLÍNICA DENTAL SANTA EUGÈNIA;596;CR;Santa Eugènia;105;;N;;;N;;BS;;4807;484148;4647497;484054;4647292;2,80753015;41,97746692
VENDA DETALL DE ROBA CONFECCIONADA;ZARA;296;CR;Joan Maragall;25;;N;0;;N;;;;1332;485276;4647675;485182;4647470;2,82114112;41,97909205
BAR RESTAURANT (CAT.1);MEMORY;262;CR;Riu Güell;101;;N;;;N;;BS;1;5583;484479;4647659;484385;4647454;2,81152117;41,97893261
BAR RESTAURANT (CAT. 3);LA GAVINA;262;CR;Riu Güell;101;;N;;;N;;BS;2;5583;484479;4647659;484385;4647454;2,81152117;41,97893261
FORN DE PA AMB DEGUSTACIO (GRANJA);LA LLUNA;334;AV;Lluís Pericot;66;;N;;;N;;BS;A;2292;485413;4646384;485319;4646179;2,82282691;41,96746697
CENTRE HIPIC D'HIPOTERAPIA;;99;DI;Campdorà;79;;N;;;N;;;;10440;486916;4652456;486822;4652251;2,84083034;42,02218184
AMPLIACIO D'APARCAMENT DE VEHICLES;;9;CR;Agudes;16;;N;;;N;;BS;2;5414;483718;4647343;483624;4647138;2,80234414;41,97607111
SUPERMERCAT D'ALIMENTACIO;BON PREU;591;CR;Sant Salvador d'Horta;40;;N;;;N;;BS;1;2827;485515;4646475;485421;4646270;2,82405565;41,96828847
CAFETERIA-BAR A CASA CAN PUNXA;CAN PUNXA;575;PG;Sant Joan Bosco;2;;N;6;;N;;BS;;6761;485600;4650380;485506;4650175;2,82498558;42,00346105
AUTOESCOLA FIGUERES F.P.C.;FIGUERES F.P.C.;262;CR;Riu Güell;107;;N;;;N;;BS;1;5586;484459;4647626;484365;4647421;2,81128063;41,97863499
EL.LABORACIO I VDA. DE PLATS CUINATS;ROSTISSERIA EL MERCADAL;272;CR;Hortes;19;;N;0;;N;;BS;;3744;485378;4648238;485284;4648033;2,8223583;41,9841647
BAR-RESTAURANT (CAT. 2);LES QUATRE ESTACIONS;79;CR;Bonaventura Carreras i Peralta;11;;N;0;;N;;BS;;5813;485615;4648359;485521;4648154;2,82521632;41,98525888
BAR-RESTAURANT (CAT. 3);BABEL;262;CR;Riu Güell;105;;N;;;N;;BS;1;5587;484468;4647647;484374;4647442;2,81138871;41,97882431
BAR-RESTAURANT (CAT. 3);SA CABANETA;449;CR;Pau Casals;22;;N;;;N;;BS;;4072;484666;4648152;484572;4647947;2,8137655;41,98337656
AMPLIACIÓ TALLER D'OXITALL;OXITER GIRONA;241;CR;Riera Garrap;21;;N;23;;N;;BS;;7716;483399;4649312;483305;4649107;2,79843803;41,99379854
BAR-RESTAURANT;L'ESCURÇÓ;596;CR;Santa Eugènia;65;;N;;;N;;BS;2;5565;484505;4647691;484411;4647486;2,81183416;41,97922133
MAGATZEM DE FERRO;ACIMETAL, S.A.;732;CR;George Stephenson;1;;N;0;;N;;BS;;5101;484145;4645505;484051;4645300;2,80754775;41,95952555
BUGADERIA;LA TINTORERIA;596;CR;Santa Eugènia;3;;N;0;;N;;;;1106;485061;4647993;484967;4647788;2,81853781;41,98195211
RESTAURANT;EL PATI BLAU;74;CR;Tomás de Lorenzana;15;;N;;;N;;BS;2;1281;485362;4647529;485268;4647324;2,82218285;41,97777868
BAR RESTAURANT (CAT. 3);ZANPANZAR;161;CR;Cort Reial;10;;N;0;;N;;;;5803;485616;4648313;485522;4648108;2,82522952;41,9848446
RESTAURANT;TOMÀQUET;15;CR;Albí;34;;N;;;N;;;;10656;485069;4645258;484975;4645053;2,81870397;41,95731898
OFICINA BANCÀRIA;BANKINTER;359;PL;Marquès de Camps;9;;N;10;;N;;BS;;1109;485081;4647979;484987;4647774;2,81877959;41,9818264
CONSULTA D'ESTOMATOLOGIA.;;433;CR;Olles;1;;N;;;N;;2;1;5749;485559;4648203;485465;4647998;2,82454414;41,98385282
GRANJA-BAR.;L'ANTIGA;684;PL;Vi;8;;N;;;N;;BS;3;5721;485541;4648113;485447;4647908;2,82432907;41,98304189
CONSULTORI MEDIC;CENTRE OFTALMOÒGIC DR. J. ALONSO TARRÉS;359;PL;Marquès de Camps;9;;N;;;N;;5;3;1109;485081;4647979;484987;4647774;2,81877959;41,9818264
APARCAMENT DE VEHICLES;;149;CR;Ciutadans;16;;N;0;;N;;BS;;24;485645;4648214;485551;4648009;2,82558203;41,98395347
REPARACIO I VENDA MOTOCICLETES;SANTOLAYA MOTOS;95;CR;Campcardós;43;;N;0;;N;;BS;;5675;483851;4647107;483757;4646902;2,80395597;41,97394828
VENDA ARTICLES FERRETERIA;METALCO;732;CR;George Stephenson;2;;N;0;;N;;;;5103;484142;4645417;484048;4645212;2,80751392;41,9587329
AMPLIACIO RESTAURANT;CAN RIBOT;408;CR;Montnegre;49;;N;0;;N;;;;10080;483764;4646718;483670;4646513;2,80291666;41,97044289
VENDA I MUNTATGE DE RECANVIS D'AUTOMÒBILS;;596;CR;Santa Eugènia;71;;N;;;N;;BS;;4707;484373;4647613;484279;4647408;2,8102429;41,9785162
LLAR D'INFANTS;L'ESQUIROL;344;CR;Mare de Déu del Mont;22;;N;;;N;;BS;;4524;;;;;;
BAR-RESTAURANT (CAT. 2);MIGDIA;386;CR;Migdia;24;;N;;;N;;BS;1;2697;485226;4647395;485132;4647190;2,82054463;41,97656924
IMPREMTA-ARTS GRAFIQUES;ALZAMORA;595;CT;Santa Coloma;87;;N;0;;N;;;;11458;483933;4645695;483839;4645490;2,80498434;41,96123252
CARNISSERIA;ADACARNISSERS;125;CR;Carme;155;;N;0;;N;;BS;;470;485580;4647304;485486;4647099;2,82481974;41,9757562
GIMNAS;DOBER GYM, S.L.;265;CR;Guilleries;3;;N;0;;N;;;;5118;484046;4647424;483952;4647219;2,80630095;41,97680737
ESCOLA DE MUSICA;CLAUDEFAULA;411;CR;Montseny;59;;N;0;;N;;BS;;5236;483842;4647251;483748;4647046;2,80384337;41,97524505
ESTACIO DE SERVEI;PETROGAL;719;PL;Salt;4;;N;0;;N;;;;5058;484229;4646255;484135;4646050;2,80854123;41,96628226
MAG. VDA. LLOGUER I EDICIO AUDIOVISUAL;VIDEOSON;520;CR;Remences;3;;N;0;;N;;;;4296;484678;4647847;484584;4647642;2,81391833;41,98062976
RESTAURANT-BAR;QUÈ TAL;71;CR;Bernat Boades;66;;N;;;N;;BS;A;8846;484719;4647904;484625;4647699;2,81441175;41,98114394
BAR-RESTAURANT;MAS XIRGU;300;CR;Joan Torró i Cabratosa;20;;N;0;;N;;;;11681;483988;4645602;483894;4645397;2,80565058;41,96039602
BAR;EL RINCÓN DE BANI;138;CR;Castell de Solterra;5;;N;;;N;;BS;3;1918;485816;4646983;485722;4646778;2,82767605;41,97286935
MAGATZEM I VENDA MAJOR MATERIAL ELECTRIC;SEIT, S.A.;720;CR;Salt;29;;N;;;N;;BS;5;10045;483746;4646245;483652;4646040;2,80271251;41,96618236
OBRADOR DE PA;FORN BOIX;596;CR;Santa Eugènia;10;;N;0;;N;;;;3920;485039;4648021;484945;4647816;2,81827153;41,98220388
VENDA D'ARTICLES D'ESPORT;DECATHLON;782;CR;Vitòria-Gasteiz;4;;N;;;N;;;;8672;484448;4645529;484354;4645324;2,81120342;41,95974776
BAR-RESTAURANT (CAT. 3);CREPERIA BRETONNE;161;CR;Cort Reial;14;;N;0;;N;;;;5807;485615;4648331;485521;4648126;2,82521701;41,9850067
BAR-RESTAURANT (CAT.3);ONCE;596;CR;Santa Eugènia;11;;N;;;N;;BS;6;4214;484927;4647905;484833;4647700;2,81692252;41,98115697
REPARACIO CALCAT DE CARACTER ARTESA.;SABATERIA FONTDELMAS;330;RB;Llibertat;26;;N;;;N;;;;5745;485533;4648176;485439;4647971;2,82423094;41,98360916
DESPATX DE PROCURADOR DELS TRIBUNALS.;JOAQUIM GARCES PADROSA - PROCURADOR;386;CR;Migdia;14;;N;16;;N;;EN;3;2705;485238;4647453;485144;4647248;2,82068802;41,97709185
SUPERMERCAT;BUSQUETS SUPERMERCATS;359;PL;Marquès de Camps;5;;N;;;N;;BS;1;3938;485101;4648075;485007;4647870;2,81901858;41,98269142
VENDA DE BOSSES I MALETES;Teixidor;682;CR;Besadó;3;;N;;;N;;;;5815;485574;4648281;485480;4648076;2,82472329;41,98455561
BAR-RESTAURANT;EL REBOST;474;PL;Pompeu Fabra;9;;N;0;;N;;BS;;1050;485334;4647942;485240;4647737;2,82183455;41,98149791
LLAR D'INFANTS;ESCOLA BRESSOL MONIS;493;CR;Príncep;5;;N;;;N;;BS;;9054;485137;4647268;485043;4647063;2,8194736;41,97542371
BAR DE 3^ CATEGORIA.;EL PETIT CAFÈ;338;CR;Mare de Déu de la Salut;37;A;N;;;N;;BS;2;4756;484240;4647436;484146;4647231;2,80864226;41,97691937
BAR;CAFÈ AL TÉ;386;CR;Migdia;15;;N;;;N;;BS;;1427;485255;4647388;485161;4647183;2,82089485;41,97650674
SUPERMERCAT;NOVAVENDA;89;PL;Francesc Calvet i Rubalcaba;13;;N;;;N;;BS;;1340;485373;4647670;485279;4647465;2,82231211;41,97904882
RESTAURANT;LA MASSANA;78;CR;Bonastruc de Porta;10;;N;0;;N;;BS;;4001;485132;4648334;485038;4648129;2,81938623;41,98502473
RESTAURANT;RO-SER;75;CR;Bisbe Sivilla;8;;N;0;;N;;BS;;4240;484757;4647765;484663;4647560;2,81487407;41,97989275
TALLER DE REPARACIO DE VEHICLES;TALLER DARANAS GIRONA, S.L.;358;CR;Marquès de Caldes de Montbui;38;;N;0;;N;;;;2405;484866;4646607;484772;4646402;2,81621967;41,96946513
TALLER ELECTRICITAT AUTOMOBIL;TALLER PALMADA;212;CR;Figuerola;47;;N;0;;N;;BS;;3963;485017;4648293;484923;4648088;2,81799901;41,98465327
PLANTA EXPLOTACIO D'ARIDS;;181;DI;Domeny;1;;N;;;N;;;;10507;483831;4648533;483737;4648328;2,80367526;41,98679137
REPARACIÓ I MANTENIMENT D'AUTOMÒBILS;EURO TALLER;182;CR;Josep Ametller i Viñas;12;;N;;;N;;BS;2;1794;485262;4646997;485168;4646792;2,82098916;41,97298526
RESTAURANT;CAN PINTXO;350;CR;Josep Maluquer i Salvador;9;;N;;;N;;BS;2;2706;485212;4647453;485118;4647248;2,82037419;41,97709136
ALBERG DE JOVENTUT;ALBERG DE LA JOVENTUT CERVERI DE GIRONA;149;CR;Ciutadans;9;;N;0;;N;;;;5728;485603;4648203;485509;4647998;2,82507529;41,98385363
BAR-RESTAURANT (CAT. 1);RACÓ DE DOMENY;399;CR;Montbó;8;;N;;;N;;BS;;8359;484090;4649034;483996;4648829;2,80678836;41,99130898
MAGATZEM;;165;CR;Costabona;40;;N;;;N;;;;12877;483561;4647537;483467;4647332;2,80044369;41,97781514
TALLER D'IMPRESSIO I EDICIO;PALAHÍ ARTS GRÀFIQUES;114;CR;Canonge Dorca;1;;N;0;;N;;;;4217;484900;4647963;484806;4647758;2,81659511;41,98167883
VENDA MAJOR PRODUCTES PERRUQUERIA;EXCLUSIVES SOLER;71;CR;Bernat Boades;8;;N;0;;N;;;;4108;484973;4648094;484879;4647889;2,81747295;41,98286011
VENDA ENGROS DE MOBLES;MARKET CUINA 2000;300;CR;Joan Torró i Cabratosa;17;;N;0;;N;;;;11680;483992;4645614;483898;4645409;2,80569852;41,96050418
BAR-RESTAURANT (CAT. 2) I ELABORACIÓ I VENDA DE PLATS PRE AMB CARPA DESMUNTABLE MENJADOR I SALA JOCS;McDONALD'S;782;CR;Vitòria-Gasteiz;2;;N;;;N;;;;8673;484449;4645595;484355;4645390;2,81121374;41,96034222
TALLER DE REPARACIONS;GARATGE GIRONA;190;CR;Enric Claudi Girbal i Nadal;15;;N;;;N;;BS;1;1805;485408;4646952;485314;4646747;2,82275244;41,97258268
RESTAURANT;PALAU DE DONG XING;209;RD;Ferran Puig;13;;N;0;;N;;;;3911;485043;4648107;484949;4647902;2,81831762;41,98297853
CAFETERIA-SALO DE TE;TIRAMISU;334;AV;Lluís Pericot;68;;N;70;;N;;BS;L3;8754;485409;4646365;485315;4646160;2,82277911;41,96729577
GRANJA-BAR.;LA FLECA DE PALAU;731;CR;Jocs Olímpics de Barcelona;7;;N;;;N;;BS;2;3032;485293;4645395;485199;4645190;2,82140346;41,95855711
RESTAURANT;CA LA TRINI;595;CT;Santa Coloma;73;;N;0;;N;;;;5056;484029;4645849;483935;4645644;2,80613861;41,96262151
BOTIGA DE JOGUINES;CASA MALE;358;CR;Marquès de Caldes de Montbui;75;;N;0;;N;;;;2234;485097;4646565;485003;4646360;2,81900865;41,96909126
TALLER DE PEDRA I MARBRE;MARBRES RUSTEY;762;CR;Mas Ramada;9;;N;0;;N;;;;689;486775;4646773;486681;4646568;2,83925551;41,97099467
BAR-RESTAURANT (CAT. 1);LA NATA;560;CR;Sant Antoni Maria Claret;7;;N;;;N;;BS;1;1174;485144;4647819;485050;4647614;2,81954413;41,98038652
BOTIGA D'ALIMENTACIÓ;THAKUR;338;CR;Mare de Déu de la Salut;35;;N;;;N;;BS;1;4757;484254;4647425;484160;4647220;2,80881154;41,97682057
RESTAURANT;EL BALCÓ;272;CR;Hortes;16;;N;0;;N;;BS;;3805;485405;4648292;485311;4648087;2,82268289;41,98465157
BAR-RESTAURANT (CAT. 1);K-12;684;PL;Vi;11;;N;;;N;;BS;1;5719;485555;4648137;485461;4647932;2,82449747;41,9832583
BAR RESTAURANT (CAT.1);EL TOC;598;PL;Santa Eugènia;3;;N;;;N;;BS;2;5260;483817;4647376;483723;4647171;2,80353818;41,97637037
CONSTRUCCIÓ DE MAQUINÀRIA;MECANIQUES CARANDELL;165;CR;Costabona;49;;N;0;;N;;BS;;5476;483577;4647504;483483;4647299;2,80063774;41,97751825
CENTRE PRODUCCIO PROGRAMES RADIO;CATALUNYA RADIO;56;CR;Barcelona;33;;N;0;;N;;4;;1230;485052;4647704;484958;4647499;2,81843654;41,97934901
MAGATZEM DISTRIBUCIO ALIMENTS CONGELATS;KALISE MENORQUINA;201;CR;Falgàs;19;;N;;;N;;;;5092;483819;4645229;483725;4645024;2,8036215;41,95703307
BUGADERIA;CLINICA GIRONA;296;CR;Joan Maragall;26;;N;0;;N;;;;1222;485209;4647672;485115;4647467;2,82033246;41,97906377
BAR-RESTAURANT (CAT. 3);TAT;334;AV;Lluís Pericot;56;;N;;;N;;BS;;2285;485459;4646462;485365;4646257;2,82338013;41,96817035
APARCAMENT DE VEHICLES;;671;CR;Ultònia;6;;N;8;;N;;ST;;1335;485339;4647646;485245;4647441;2,8219023;41,97883203
BAR;LA RAMBLA;689;RB;Xavier Cugat;6;;N;;;N;;BS;5;7360;484957;4649159;484863;4648954;2,81725248;41,99245189
PERRUQUERIA;EVA LLORENS;452;PJ;Pedreres;6;;N;;;N;;BS;1;401;485582;4647827;485488;4647622;2,82483103;41,98046673
OFICINA D'ASSEGURANCES;OCASO;260;CR;Jaume I;29;;N;;;N;;1;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
CENTRE D'AUTOSERVEI DE RENTAT DE VEHICLES;FLASH CAR;56;CR;Barcelona;185;;N;189;;N;;;;2573;484565;4646102;484471;4645897;2,8126002;41,9649109
BAR;LA BUXEDA;71;CR;Bernat Boades;3;;N;;;N;;BS;1;4086;485010;4648140;484916;4647935;2,81791842;41,98327512
CENTRE DIAGNOSI MEDICA;RESSONACIA GIRONA;74;CR;Tomás de Lorenzana;36;;N;0;;N;;;;1202;485156;4647652;485062;4647447;2,81969321;41,97888264
BAR;LA PEDRERA;71;CR;Bernat Boades;92;;N;;;N;;BS;;4211;484482;4647776;484388;4647571;2,81155429;41,97998645
MAGATZEM DE SANITARIS;SANIBRAVA;300;CR;Joan Torró i Cabratosa;22;;N;0;;N;;;;8842;483939;4645557;483845;4645352;2,80506051;41,95998972
BAR-RESTAURANT (CAT. 2);MEDITERRÀNIA;556;CR;Rutlla;6;;N;;;N;;BS;;1311;485470;4647621;485376;4647416;2,82348418;41,9786093
BAR;ROSA-RAFA;592;CR;Sant Sebastià;38;;N;;;N;;BS;;8877;484064;4647101;483970;4646896;2,80652699;41,97389858
BAR RESTAURANT (CAT. 2);BAR RESTAURANT SANT FRANCESC;569;AV;Sant Francesc;4;;N;;;N;;BS;3;3677;485392;4648044;485298;4647839;2,82253213;41,98241767
VENDA DETALL DE MOBLES;MACMOBLES;56;CR;Barcelona;244;;N;;;N;;;;3650;484018;4644503;483924;4644298;2,8060425;41,95049827
MAGATZEM MAT. CALEF., SANIT. I ELECTRIC;GIROSACME A.I.E.;105;CR;Can Sunyer;66;;N;0;;N;;;;8322;484038;4649185;483944;4648980;2,80615646;41,99266793
TINTORERIA-BUGADERIA I PLANXAT DE ROBA;TINTOTERIA REGOLTA;449;CR;Pau Casals;10;;N;;;N;;BS;3;4182;484758;4648211;484664;4648006;2,81487455;41,98390975
MAGATZEM A L'ENGROS D'ESPARDENYERIA;TONI PONS;721;CR;Can Pau Birol;32;;N;36;;N;;;;9002;483693;4646005;483599;4645800;2,80207956;41,96401966
TALLER REPARACIO DE MOTOS;MOTOS CAN GIBERT;437;CR;Orient;48;;N;0;;N;;;;5637;484119;4647077;484025;4646872;2,80719147;41,97368354
RESTAURANT;MÜNCHEN;454;CR;Pedret;136;;N;;;N;;BS;2;6724;485633;4649536;485539;4649331;2,82540476;41,99586005
TALLER DE REPARACIÓ D'AUTOMÒBILS;SABORIDO GUDAY SL;95;CR;Campcardós;23;;N;25;;N;;;;8860;483992;4647071;483898;4646866;2,80565878;41,97362692
DESPATX PROFESSIONA D'ADVOCAT;SALVATELLA ADVOCATS;671;CR;Ultònia;3;;N;;;N;;EN;1;1309;485458;4647629;485364;4647424;2,82333913;41,97868113
DESPATX PROFESSIONAL D'ADVOCAT;;186;CR;Emili Grahit;13;;N;15;;N;;2;B;2648;485069;4647280;484975;4647075;2,81865253;41,97553051
DESPATX PROFESSIONAL D'ADVOCAT;ASSESSORIA CENTRICA;359;PL;Marquès de Camps;9;;N;;;N;;4;2;1109;485081;4647979;484987;4647774;2,81877959;41,9818264
DESPATX PROFESSIONAL D'ECONOMISTA;BUFET PUIG & ASSOCIATS, ECONOMISTES I ADVOCATS;359;PL;Marquès de Camps;9;;N;;;N;;4;5;1109;485081;4647979;484987;4647774;2,81877959;41,9818264
ACADEMIA DE REEDUCACIO;;172;CR;Cristòfor Grober;5;;N;;;N;;3;2;3692;485248;4648120;485154;4647915;2,82079194;41,98309949
VENDA DE PA I PASTISSERIA AMB OBRADOR;EL FORNET;386;CR;Migdia;88;;N;;;N;;BS;;1669;485047;4646607;484953;4646402;2,81840414;41,96946859
SUPERMERCAT I APARCAMENT A L'AIRE LLIURE;CONDIS;24;CR;Andreu Tuyet i Santamaria;1;;N;0;;N;;BS;;1939;485588;4646937;485494;4646732;2,82492532;41,9724509
GELATERIA;LA XIXONENCA;29;CR;Anselm Clavé i Camps;3;;N;;;N;;BS;;3795;485443;4648357;485349;4648152;2,82314;41,9852377
BAR;EL CANTIR;122;CR;Cardenal Margarit;9;;N;;;N;;;;1444;485294;4647361;485200;4647156;2,82136626;41,97626429
