"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"?";"CONSORCI PER A LA NORMALITZACIO LINGÜISTICA";"149";"CR";"CIUTADANS";"18";"";"N";"";"";"N";"";"BS";"1";"5857";"485568";"4648030";"2,82578085";"41,98414012"
"?";"PEACOCK";"684";"PL";"VI";"4";"";"N";"";"";"N";"";"BS";"1";"77";"485464";"4647865";"2,82452948";"41,98265211"
"?";"CASTRUM DELS MANAIES";"517";"PJ";"REI MARTÍ";"2";"";"N";"";"";"N";"";"";"";"6051";"485536";"4648446";"2,82538432";"41,98788630"
"BAR SENSE ELEMENTS DE COCCIÓ";"RECIO'S";"598";"PL";"SANTA EUGÈNIA";"2";"";"N";"";"";"N";"";"BS";"2";"5261";"483719";"4647191";"2,80348359";"41,97654750"
"CENTRE AUDITIU";"COCLEAR";"383";"CR";"MESTRE FRANCESC CIVIL";"5";"";"N";"";"";"N";"";"BS";"1";"4246";"484642";"4647711";"2,81461082";"41,98124949"
"SERVEI DE PREVENCIÓ ALIÈ";"GESTIÓ I SERVEIS MÈDICS";"209";"RD";"FERRAN PUIG";"37";"";"N";"";"";"N";"";"BS";"";"4024";"484815";"4648154";"2,81668768";"41,98524279"
"?";"PERRUQUERIA FORMES";"537";"CR";"RIU SER";"10";"";"N";"";"";"N";"";"BS";"4";"9010";"484798";"4646507";"2,81652505";"41,97040850"
"?";"JOPER LLUM";"55";"CR";"BARCA";"7";"";"N";"";"";"N";"";"BS";"";"6065";"485430";"4648510";"2,82410306";"41,98846077"
"?";"AMICS DEL TREN";"629";"CR";"TARRAGONA";"2";"";"N";"";"";"N";"";"2";"2";"4569";"484509";"4646962";"2,81302510";"41,97450090"
"RESTAURANT";"MIMOLET";"488";"CR";"POU RODÓ";"12";"";"N";"";"";"N";"";"BS";"2";"10789";"485498";"4648513";"2,82492392";"41,98848904"
"?";"OFICINA MUNICIPAL D'HABITATGE";"488";"CR";"POU RODÓ";"4";"";"N";"";"";"N";"";"BS";"";"6100";"485476";"4648500";"2,82465864";"41,98837155"
"?";"RELIGIOSES CLARISSES CAPUTXINES";"517";"PJ";"REI MARTÍ";"4";"";"N";"";"";"N";"";"";"";"6052";"485544";"4648482";"2,82548001";"41,98821068"
"ESCOLA DE MÚSICA";"L'ESTUDI MUSICAL";"71";"CR";"BERNAT BOADES";"39";"";"N";"";"";"N";"";"BS";"3";"9370";"484583";"4647720";"2,81389839";"41,98132940"
"BAR-RESTAURANT";"LA FORÇA VELLA";"225";"CR";"FORÇA";"4";"";"N";"";"";"N";"";"BS";"1";"5928";"485546";"4648200";"2,82551109";"41,98567085"
"?";"ASFIAC: ASSESSORIA FISCAL AGRÀRIA I COMPTABLE S.L.";"775";"CR";"CAMP DE MART";"4";"";"N";"";"";"N";"";"1";"C";"8538";"484688";"4648117";"2,81515552";"41,98490708"
"?";"CINEMA TRUFFAUT";"484";"CR";"PORTAL NOU";"7";"";"N";"";"";"N";"";"BS";"";"65";"485556";"4647821";"2,82564113";"41,98225751"
"APARCAMENT DE VEHICLES";"";"574";"CR";"SANT ISIDRE";"55";"";"N";"";"";"N";"";"";"";"12540";"484866";"4646366";"2,81734937";"41,96913987"
"?";"EKM GROUP HUMAN CAPITAL";"140";"PL";"CATALUNYA";"14";"";"N";"";"";"N";"";"BS";"2";"112";"485420";"4647715";"2,82400206";"41,98130030"
"CARNISSERIA";"CARNISSERIA XAVI";"188";"CR";"EMPÚRIES";"37";"";"N";"";"";"N";"B";"BS";"1";"5312";"484283";"4646453";"2,81031092";"41,96991204"
"BOTIGA DE ROBA I ESPORT";"FREEBOARD SHOPS";"386";"CR";"MIGDIA";"9";"";"N";"";"";"N";"";"BS";"2";"1412";"485183";"4647231";"2,82115340";"41,97693665"
"ESTUDI DE DISSENY";"FREESTYLE";"149";"CR";"CIUTADANS";"16";"";"N";"";"";"N";"";"1";"1";"24";"485551";"4648009";"2,82557615";"41,98395067"
"COMERÇ AL DETALL DE ROBA, SABATES I COMPLEMENTS";"CLOSET ONE";"317";"CR";"JULI GARRETA";"20";"";"N";"";"";"N";"";"BS";"1";"1224";"485007";"4647455";"2,81902331";"41,97895082"
"DESPATX D'ADVOCAVIA";"PMF ADVOCATS";"288";"CR";"IMPRESSORS OLIVA";"12";"";"N";"";"";"N";"";"2";"4";"4230";"484720";"4647921";"2,81554691";"41,98314240"
"DESPATXOS PROFESSIONALS MULTIDISCIPLINARS";"CENTRE PROFESSIONAL";"612";"CR";"SÈQUIA";"7";"";"N";"";"";"N";"";"1";"";"3702";"485183";"4647949";"2,82113530";"41,98340343"
"BAR SENSE ELEMENTS DE COCCIÓ";"EL CAFÈ D'EN QUIMET";"571";"CR";"SANT GREGORI";"91";"";"N";"";"";"N";"";"BS";"3";"8314";"484244";"4648901";"2,80977462";"41,99195953"
"BOTIGA DE VENDA DE PA, SUCCEDANIS I PASTISSERIA";"CAL FLEQUER";"209";"RD";"FERRAN PUIG";"19";"";"N";"";"";"N";"";"BS";"B";"4093";"484896";"4647976";"2,81767008";"41,98364116"
"BAR SENSE ELEMENTS DE COCCIÓ I VENDA D'ARTICLES DE REGAL";"AMALGAMA";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"17";"";"N";"";"";"N";"";"BS";"3";"2672";"484979";"4647230";"2,81869108";"41,97692379"
"ELABORACIÓ I VENDA DE GELATS";"MADONNA";"161";"CR";"CORT REIAL";"22";"";"N";"";"";"N";"";"BS";"2";"5811";"485508";"4648157";"2,82505342";"41,98528286"
"CENTRE DE RECERCA I DESENVOLUPAMENT SOBRE CIÈNCIES NATURALS I TÈCNIQUES";"JAUME CASADEMONT";"716";"CR";"PIC DE PEGUERA";"15";"";"N";"";"";"N";"";"";"";"12172";"486484";"4646154";"2,83688163";"41,96725985"
"CENTRE DE RECERCA DE NOVES TECNOLOGIES ALIMENTÀRIES";"CENTA";"716";"CR";"PIC DE PEGUERA";"9";"";"N";"";"";"N";"";"";"";"12169";"486518";"4646070";"2,83729388";"41,96650388"
"SERVEI D'ALLOTJAMENT I ESMORZAR";"LA CARMETA";"58";"PJ";"BARRUFA";"31";"";"N";"";"";"N";"";"BS";"";"6378";"485812";"4649028";"2,82870224";"41,99313318"
"OFICINA DE SERVEIS DE GESTIÓ FINANCERA / BOTIGA DE TOTA MENA D'ARTICLES";"";"383";"CR";"MESTRE FRANCESC CIVIL";"1";"";"N";"";"";"N";"";"BS";"";"4248";"484639";"4647673";"2,81457560";"41,98090718"
"ESCOLA BRESSOL";"ESCOLA BRESSOL MONTILIVI";"848";"CR";"JOSEP BOSCH I PUY, ""PICULIVES""";"1";"";"N";"";"";"N";"";"";"";"12378";"485661";"4646404";"2,82694317";"41,96949698"
"BAR-RESTAURANT (CAT. 1)";"LA PEDRA";"379";"CR";"MERCADERS";"18";"";"N";"";"";"N";"";"BS";"";"5730";"485500";"4648016";"2,82496032";"41,98401278"
"COMERÇ AL DETALL DE METALLS PRECIOSOS I ARTICLES DE JOIERIA";"JOIERIA JOR";"434";"PG";"OLOT";"90";"";"N";"";"";"N";"";"BS";"2";"5227";"483699";"4646993";"2,80324767";"41,97476377"
"QUIROMASSATGES MANUALS DE RECUPERACIÓ I ESTÈTICA";"KIRO'S";"260";"GV";"JAUME I";"33";"";"N";"";"";"N";"";"2";"1";"3687";"485097";"4647899";"2,82009842";"41,98295148"
"BAR RESTAURANT (CAT. 3)";"FREYBURG";"511";"AV";"RAMON FOLCH";"13";"";"N";"";"";"N";"";"BS";"";"11916";"485218";"4648261";"2,82154996";"41,98621416"
"OFICINA DE SERVEIS ADREÇATS A INFÀNCIA I FAMÍLIA, A LA INTEGRACIÓ SOCIO-LABORAL I ALS JOVES I CENTRE";"";"294";"CR";"JOAN ALSINA I HURTÓS";"3";"";"N";"";"";"N";"";"2";"";"10818";"484589";"4646198";"2,81401070";"41,96762138"
"BOTIGA D'ALIMENTACIÓ, FRUITERIA I VERDULERIA";"IDEAL";"434";"PG";"OLOT";"101";"";"N";"";"";"N";"";"BS";"1";"5676";"483667";"4646948";"2,80286268";"41,97435781"
"COMERÇ AL DETALL DE PRODUCTES ALIMENTARIS I BEGUDES";"SUPERMERCADO RUSO";"166";"CR";"CREU";"52";"";"N";"";"";"N";"";"BS";"4";"2669";"484913";"4647195";"2,81789534";"41,97660729"
"OFICINES D'ADMINISTRACIÓ I DEPARTAMENT TÈCNIC";"SERVIÀ CANTÓ";"78";"CR";"BONASTRUC DE PORTA";"20";"";"N";"";"";"N";"";"2";"2";"3955";"484978";"4648042";"2,81865826";"41,98423717"
"OFICINA COMERCIAL";"GRAF IBERICA";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"114";"";"N";"";"";"N";"";"BS";"2";"2294";"485248";"4646228";"2,82196313";"41,96790419"
"CENTRE DE LLEURE I ACTIVITATS EXTRAESCOLARS";"BELL-LLOC";"721";"CR";"CAN PAU BIROL";"9";"";"N";"";"";"N";"";"";"";"12898";"483935";"4646098";"2,80612061";"41,96670765"
"CENTRE TATUATGES, MICROPIGMENTACIONS I PÍRCINGS, VENDA PRODUCTES RELACIONATS I CENTRE FORMATIU";"NG TATTOO Y PIERCING, SL";"110";"TR";"CANADERS";"7";"";"N";"";"";"N";"";"BS";"16";"1092";"485325";"4647606";"2,82285802";"41,98031681"
"BOTIGA DE ROBA";"WHITE ICE";"296";"CR";"JOAN MARAGALL";"15";"";"N";"";"";"N";"";"BS";"";"1078";"485278";"4647598";"2,82229089";"41,98024388"
"ELABORACIÓ I VENDA DE MENJARS PER EMPORTAR";"EL CARRITO";"55";"CR";"BARCA";"10";"";"N";"14";"";"N";"";"BS";"1";"11198";"485458";"4648512";"2,82444104";"41,98847930"
"?";"CLINICA DR. BOFILL";"560";"RD";"SANT ANTONI MARIA CLARET";"20";"";"N";"";"";"N";"";"1";"";"1216";"485110";"4647511";"2,82026517";"41,97945714"
"?";"AMSTERDAM";"560";"RD";"SANT ANTONI MARIA CLARET";"21";"";"N";"";"";"N";"";"BS";"2";"1187";"485130";"4647566";"2,82050520";"41,97995289"
"PENSIÓ";"PENSIÓ MARGARIT";"671";"CR";"ULTÒNIA";"1";"";"N";"";"";"N";"";"1";"";"1310";"485380";"4647426";"2,82352640";"41,97869663"
"VENDA DE PRODUCTES ALIMENTARIS IBÈRICS I PRODUCTES ALIMENTARIS ENVASATS";"DON JAMON";"671";"CR";"ULTÒNIA";"3";"";"N";"";"";"N";"";"BS";"1";"1309";"485364";"4647425";"2,82333329";"41,97868733"
"COMERÇ AL MENOR D'ARTICLES DE BIJUTERIA, RELLOTGERIA, BASAR";"BASAR ANDORRA";"671";"CR";"ULTÒNIA";"14";"";"N";"";"";"N";"";"BS";"4";"1337";"485226";"4647397";"2,82166825";"41,97843257"
"?";"DUCALLO S.L.";"671";"CR";"ULTÒNIA";"10";"";"N";"12";"";"N";"";"3";"1";"1336";"485225";"4647416";"2,82165570";"41,97860367"
"?";"PARKING MARAGALL";"671";"CR";"ULTÒNIA";"10";"";"N";"12";"";"N";"";"BS";"2";"1336";"485225";"4647416";"2,82165570";"41,97860367"
"VENDA AL MAJOR D'ACCESSORIS PER A AUTOMÒBILS";"COMERCIAL DINAMIC'S";"566";"CT";"SANT FELIU";"18";"";"N";"";"";"N";"";"";"";"698";"486529";"4646522";"2,83741628";"41,97057508"
"CENTRE INFANTIL I PRIMÀRIA";"COL·LEGI SAGRADA FAMILIA";"566";"CT";"SANT FELIU";"40";"";"N";"";"";"N";"";"BS";"";"710";"486903";"4646419";"2,84193243";"41,96965370"
"?";"RESIDÈNCIA SACERDOTAL ""BISBE SIVILLA""";"687";"CR";"VISTA ALEGRE";"15";"";"N";"";"";"N";"";"BS";"";"147";"485687";"4647351";"2,82723391";"41,97802677"
"BAR RESTAURANT (CAT. 3)";"LA LLOSA";"687";"CR";"VISTA ALEGRE";"3";"";"N";"";"";"N";"";"BS";"2";"8517";"485473";"4647319";"2,82465161";"41,97773464"
"VENDA DE MATERIAL I SERVEIS DE CUSTÒDIA, SEGURETAT I PROTECCIÓ";"VEU I DADES SERRA";"566";"CT";"SANT FELIU";"37";"";"N";"";"";"N";"";"BS";"1";"712";"486690";"4646510";"2,83935968";"41,97046974"
"?";"LLAR DE JUBILATS";"92";"CR";"CAMP DE LA PLANA";"13";"";"N";"";"";"N";"";"BS";"2";"1012";"486897";"4646778";"2,84185202";"41,97288700"
"?";"Brell, advocats i associats";"111";"PG";"JOSÉ CANALEJAS";"1";"A";"N";"";"A";"N";"3";"EN";"1";"3858";"485375";"4648295";"2,82344443";"41,98652332"
"TALLER DE SERRALLERIA";"SERRALLERIA GIRONA";"814";"CR";"PALOL D'ONYAR";"1";"B";"N";"";"B";"N";"";"";"";"10827";"486599";"4646407";"2,83826374";"41,96954051"
"?";"HOTEL D'ENTITATS";"556";"CR";"RUTLLA";"22";"";"N";"";"";"N";"";"BS";"1";"1299";"485357";"4647368";"2,82325022";"41,97817382"
"?";"ANDRES FAUS, SA";"814";"CR";"PALOL D'ONYAR";"9";"";"N";"";"";"N";"";"";"";"707";"486518";"4646443";"2,83728533";"41,96986337"
"RESIDÈNCIA I CENTRE DE DIA PER A PERSONES DISCAPACITADES";"LLAR OXALIS";"723";"CR";"MANUEL DE PEDROLO";"2";"";"N";"";"";"N";"";"";"";"10271";"485171";"4649066";"2,82096226";"41,99346363"
"?";"PIC PIC";"556";"CR";"RUTLLA";"64";"";"N";"68";"";"N";"";"BS";"1";"1489";"485315";"4647212";"2,82274715";"41,97676800"
"?";"PERRUQUERIA LEO";"556";"CR";"RUTLLA";"102";"";"S";"";"";"N";"";"BS";"1";"1455";"485287";"4647086";"2,82241234";"41,97563264"
"?";"CARNS I EMBOTITS JOAN VILÀ";"556";"CR";"RUTLLA";"93";"";"N";"";"";"N";"";"BS";"1";"1706";"485284";"4646923";"2,82238021";"41,97416449"
"BAR RESTAURANT (CAT. 3)";"KRUSKAT";"556";"CR";"RUTLLA";"53";"";"N";"";"";"N";"";"BS";"1";"1536";"485329";"4647134";"2,82291808";"41,97606574"
"?";"Altesa, aluminis del Ter SL";"215";"CM";"FONT DE L'ABAT";"25";"";"N";"";"";"N";"";"";"";"7319";"484951";"4649061";"2,81830623";"41,99341442"
"?";"CAN FALGÀS";"595";"CT";"SANTA COLOMA";"116";"";"N";"";"";"N";"";"BS";"";"10185";"483470";"4645171";"2,80053486";"41,95834885"
"BOTIGA DE MOBILIARI";"ITALY INTERIORS";"56";"CR";"BARCELONA";"209";"";"N";"";"";"N";"";"";"";"3544";"484458";"4645737";"2,81244190";"41,96346673"
"?";"BRIGADES MUNICIPALS";"595";"CT";"SANTA COLOMA";"70";"";"N";"";"";"N";"";"";"";"5066";"483890";"4645815";"2,80558528";"41,96415785"
"OFICINA D'ASSEGURANCES";"SEGUROS CATALANA OCCIDENTE";"624";"CT";"TAIALÀ";"12";"";"N";"";"";"N";"";"BS";"";"7758";"484142";"4649109";"2,80853754";"41,99383086"
"?";"CAIXA CATALUNYA";"596";"CR";"SANTA EUGÈNIA";"185";"";"N";"";"";"N";"";"BS";"2";"5412";"483625";"4647186";"2,80234912";"41,97650052"
"?";"CARNS I EMBOTITS LLUÍS I PERE";"9";"CR";"AGUDES";"28";"";"N";"";"";"N";"";"BS";"3";"5426";"483653";"4647054";"2,80269076";"41,97531222"
"?";"HIGUERA";"9";"CR";"AGUDES";"28";"";"N";"";"";"N";"";"BS";"2";"5426";"483653";"4647054";"2,80269076";"41,97531222"
"?";"DRS. QUINTANA: MALALTIES DE LA PELL";"276";"CR";"IBÈRIA";"12";"";"N";"14";"";"N";"";"BS";"2";"4265";"484632";"4647494";"2,81449579";"41,97929485"
"OFICINA DE TAXACIONS IMMOBILIÀRIES";"TINSA";"386";"CR";"MIGDIA";"37";"";"N";"";"";"N";"";"5";"4";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"RESTAURANT";"KROKERS";"476";"CR";"PONT DE LA BARCA";"12";"";"N";"14";"";"N";"";"BS";"";"7313";"485012";"4648895";"2,81904694";"41,99192048"
"BAR RESTAURANT (CAT. 3)";"KÖNIG";"567";"PL";"SANT FELIU";"5";"";"N";"";"";"N";"";"BS";"";"6045";"485447";"4648435";"2,82431015";"41,98778558"
"CONSULTORI DE FISIOTERÀPIA";"FISIO SALUT I ESPORT";"748";"PL";"JOAQUIM DE CAMPS I ARBOIX";"1";"";"N";"";"";"N";"";"BS";"1";"2107";"485648";"4646800";"2,82677661";"41,97306339"
"?";"ASSESSORIA CODINA";"681";"CR";"VERN";"3";"";"N";"";"";"N";"";"1";"";"97";"485430";"4647740";"2,82412215";"41,98152565"
"?";"CONSTRUCCIONES BURONSA";"748";"PL";"JOAQUIM DE CAMPS I ARBOIX";"3";"";"S";"";"";"N";"";"BS";"";"1921";"485645";"4646838";"2,82673948";"41,97340559"
"COMPLEX CINEMATOGRÀFIC";"OCINE";"842";"CR";"JOAN JOSEP THARRATS I VIDAL";"2";"";"N";"";"";"N";"";"BS";"";"7313";"485012";"4648895";"2,81904694";"41,99192048"
"SUPERMERCAT";"Mercadona";"842";"CR";"JOAN JOSEP THARRATS I VIDAL";"2";"";"N";"";"";"N";"";"BS";"";"7313";"485012";"4648895";"2,81904694";"41,99192048"
"?";"Auto Gestió";"454";"CR";"PEDRET";"81";"";"N";"";"";"N";"";"BS";"";"6740";"485442";"4649670";"2,82421919";"41,99890869"
"BOTIGA DE FOTOGRAFIA";"GALERIA 35";"558";"CR";"SANT AGUSTÍ";"26";"";"N";"";"";"N";"";"BS";"1";"2221";"485166";"4646438";"2,82096821";"41,96979405"
"TATUATGES-PIERCING-BOTIGA DE ROBA";"Body obsessions, tatoo piercings";"161";"CR";"CORT REIAL";"17";"";"N";"";"";"N";"";"BS";"2";"5832";"485495";"4648108";"2,82489770";"41,98484130"
"estació base de telefonia mòbil";"";"119";"CR";"CAPUTXINS";"17";"";"N";"";"";"N";"";"";"";"274";"485845";"4647823";"2,82912969";"41,98228077"
"ESTACIÓ BASE DE TELEFONIA MÒBIL";"";"535";"CR";"RIU CARDENER";"10";"";"S";"";"";"N";"";"BS";"";"3544";"484458";"4645737";"2,81244190";"41,96346673"
"EXPLOTACIÓ DE VACÚ DE LLET";"";"99";"DI";"CAMPDORÀ";"7";"";"N";"";"";"N";"";"BS";"2";"10364";"485854";"4652159";"2,82913388";"42,02133365"
"VENDA AL MAJOR D'APARELLS ELÈCTRICS, FERRETERIA I PRODUCTES QUÍMICS INDUSTRIALS";"WURTH";"595";"CT";"SANTA COLOMA";"105";"";"N";"";"";"N";"";"";"";"8917";"483784";"4645417";"2,80431706";"41,96057102"
"SALA POLIVALENT (PRESENTACIONS, EXPOSICIONS, CONFERÈNCIES...)";"MONTISPAI";"402";"AV";"MONTILIVI";"33";"";"N";"";"";"N";"";"BS";"2";"10983";"485594";"4646371";"2,82613536";"41,96919854"
"BOTIGA D'OBJECTES DE REGAL";"INTERMÓN OXFAM";"477";"PJ";"PONT DE PEDRA";"3";"";"N";"";"";"N";"";"BS";"1";"81";"485416";"4647862";"2,82395013";"41,98262420"
"OFICINA D'ASSEGURANCES";"REALE SEGUROS";"182";"CR";"JOSEP AMETLLER I VIÑAS";"43";"";"N";"";"";"N";"";"BS";"3";"11376";"485394";"4646810";"2,82371069";"41,97314879"
"ACADÈMIA DE PERRUQUERIA I ESTÈTICA";"ESTILS";"596";"CR";"SANTA EUGÈNIA";"110";"";"N";"";"";"N";"";"BS";"1";"4730";"484245";"4647445";"2,80982572";"41,97884588"
"ASSESSORIA D'EMPRESES";"ASSESSORIA PALOMARES SC";"186";"CR";"EMILI GRAHIT";"21";"";"N";"23";"";"N";"";"EN";"1";"2639";"485027";"4647050";"2,81927504";"41,97530350"
"CONSULTORI DENTAL";"CLÍNICA DENTAL IMPLANTDENT";"260";"GV";"JAUME I";"60";"";"N";"";"";"N";"";"BS";"3";"1147";"485054";"4647790";"2,81958212";"41,98196894"
"OFICINA D'EMPRESA D'INSTAL·LACIONS ELÈCTRIQUES";"INSTAL·LACIONS TAIALÀ JFJ";"624";"CT";"TAIALÀ";"106";"";"N";"";"";"N";"";"BS";"";"7705";"483558";"4649275";"2,80148198";"41,99531399"
"CENTRE DE DOCUMENTACIÓ";"DIXIT";"71";"CR";"BERNAT BOADES";"68";"";"N";"";"";"N";"";"BS";"2";"4256";"484611";"4647688";"2,81423722";"41,98104173"
"BAR SENSE ELEMENTS DE COCCIÓ";"DOLCE SALATO";"330";"RB";"LLIBERTAT";"14";"";"N";"";"";"N";"";"BS";"";"5711";"485426";"4647917";"2,82406948";"41,98311975"
"VENDA DE PRODUCTES D'ALIMENTACIÓ";"TIENDA RANASAR";"502";"CR";"PUIGMAL";"26";"";"N";"";"";"N";"";"BS";"1";"5240";"483749";"4647068";"2,80384909";"41,97544030"
"PERRUQUERIA";"INNOVA";"454";"CR";"PEDRET";"48";"";"N";"";"";"N";"";"BS";"";"6681";"485620";"4648959";"2,82638585";"41,99250824"
"BAR SENSE ELEMENTS DE COCCIÓ";"CAFÈ CAFÈ";"193";"PL";"ESPANYA";"4";"";"N";"";"";"N";"";"";"";"1094";"484818";"4647493";"2,81674097";"41,97928945"
"BAR-RESTAURANT (CAT. 3)";"HAM SESSION";"262";"CR";"RIU GÜELL";"17";"";"N";"18";"";"N";"";"BS";"2";"4098";"484836";"4648062";"2,81694357";"41,98441458"
"MAGATZEM DE MATERIAL DE CONSTRUCCIÓ";"";"727";"CR";"CASTELL DE BELLAGUARDA";"9";"";"N";"";"";"N";"";"";"";"12046";"483381";"4649237";"2,79934600";"41,99496802"
"RESIDÈNCIA PER A DISCAPACITATS";"";"833";"PL";"EMPÚRIES";"1";"";"N";"";"";"N";"";"";"";"5317";"484347";"4646416";"2,81108432";"41,96958006"
"EXPOSICIÓ I VENDA I TALLER MECÀNIC D'AUTOMÒBILS";"";"300";"CR";"JOAN TORRÓ I CABRATOSA";"24";"";"N";"26";"";"N";"";"";"";"9390";"483847";"4645273";"2,80508124";"41,95927535"
"OFICINA DE LA DELEGACIÓ DE VENDES I MAGATZEM";"COBEGA";"237";"CR";"RIU FRESER";"66";"";"N";"";"";"N";"";"BS";"";"10822";"484510";"4645925";"2,81306448";"41,96516101"
"SERVEI DE MANTENIMENT DE MÀQUINES EXPENEDORES DE BEGUDES";"cobega";"416";"CR";"RIU MUGA";"5";"";"N";"7";"";"N";"";"BS";"";"10822";"484510";"4645925";"2,81306448";"41,96516101"
"PERRUQUERIA";"";"314";"AV";"JOSEP TARRADELLAS I JOAN";"1";"";"N";"";"";"N";"";"BS";"4";"4699";"484298";"4647487";"2,81046434";"41,97922522"
"GESTIÓ DE SUBMINISTRAMENTS PER A ARTS GRÀFIQUES";"ESPECTROCOLOR";"168";"PJ";"CREU DE PALAU";"24";"";"N";"";"";"N";"";"";"";"11602";"485132";"4645964";"2,82056984";"41,96552424"
"LLAR D'INFANTS";"L'ARC DE SANT MARTÍ";"583";"CR";"SANT MIQUEL";"20";"";"N";"";"";"N";"";"BS";"";"2451";"484709";"4646261";"2,81545729";"41,96819113"
"?";"";"51";"CR";"BALLESTERIES";"46";"";"N";"";"";"N";"";"BS";"";"5972";"485480";"4648294";"2,82471202";"41,98651626"
"?";"NOVETATS PAQUITA";"51";"CR";"BALLESTERIES";"48";"";"N";"";"";"N";"";"BS";"";"5973";"485478";"4648302";"2,82468768";"41,98658827"
"?";"LA CANONJA VELLA";"225";"CR";"FORÇA";"29";"";"N";"";"";"N";"";"BS";"";"5986";"485488";"4648356";"2,82480707";"41,98707482"
"MUSEU";"MUSEU D'HISTÒRIA DELS JUEUS";"225";"CR";"FORÇA";"8";"";"N";"";"";"N";"";"BS";"";"5931";"485533";"4648245";"2,82535305";"41,98607591"
"?";"INSTITUT D'ESTUDIS NAHMÀNIDES";"225";"CR";"FORÇA";"10";"";"N";"";"";"N";"";"3";"";"5931";"485533";"4648245";"2,82535305";"41,98607591"
"?";"MUSEU D'HISTÒRIA DE LA CIUTAT / ARXIU MUNICIPAL";"568";"PJ";"SANT FELIU";"2";"";"N";"";"";"N";"";"";"";"5975";"485475";"4648330";"2,82465077";"41,98684040"
"OFICINA D'ASSEGURANCES";"MAPFRE";"262";"CR";"RIU GÜELL";"182";"";"N";"";"";"N";"";"BS";"3";"5342";"484110";"4646741";"2,80821520";"41,97250249"
"?";"LA CASA DEL PERNIL";"225";"CR";"FORÇA";"15";"";"N";"";"";"N";"";"BS";"2";"5960";"485503";"4648230";"2,82499126";"41,98594025"
"?";"ESTATUS SERVICE";"140";"PL";"CATALUNYA";"14";"";"N";"";"";"N";"";"1";"B";"112";"485420";"4647715";"2,82400206";"41,98130030"
"ESCOLA DE GESTIÓ EMPRESARIAL";"ESCOLA DE GESTIÓ EMPRESARIAL";"595";"CT";"SANTA COLOMA";"115";"";"N";"";"";"N";"";"2";"";"5095";"483563";"4645136";"2,80165805";"41,95803556"
"?";"RENFE, ESTACIÓ DE MERCADERIES";"93";"CR";"CAMP DE LES LLOSES";"1";"C";"N";"";"C";"N";"";"";"";"11632";"483930";"4644838";"2,80609468";"41,95535914"
"?";"DIPÒSIT MUNICIPAL DE VEHICLES";"94";"CR";"CAMP GURNAU";"4";"";"N";"";"";"N";"";"BS";"1";"5099";"483725";"4645128";"2,80361308";"41,95796687"
"SUPERSERVEI D'ALIMENTACIÓ";"DIA %";"719";"PL";"SALT";"4";"";"N";"";"";"N";"";"BS";"";"5058";"484135";"4646048";"2,80853563";"41,96626137"
"?";"DRA. ANNA FERRÉS PLAJA, PSIQUIATRA";"596";"CR";"SANTA EUGÈNIA";"21";"A";"N";"";"A";"N";"";"2";"2";"4238";"484681";"4647625";"2,81508384";"41,98047568"
"OFICINA BANCÀRIA";"CAIXABANK";"596";"CR";"SANTA EUGÈNIA";"23";"B";"N";"";"B";"N";"";"BS";"";"4234";"484622";"4647601";"2,81437228";"41,98025837"
"CENTRE DE FORMACIÓ AMB OFICINES I SALA D'ACTES";"Gremi d'instal·ladors de Girona, centre de formació";"810";"CR";"CARTELLÀ";"8";"";"N";"12";"";"N";"";"";"";"11044";"483170";"4649110";"2,79680209";"41,99381970"
"rentat de vehicles";"";"595";"CT";"SANTA COLOMA";"59";"";"N";"61";"";"N";"";"";"";"5050";"484064";"4645781";"2,80768602";"41,96385516"
"PERRUQUERIA I ESTÈTICA";"9 LOOK";"414";"CR";"MOSSÈN BALDIRI REIXAC";"26";"";"N";"";"";"N";"";"BS";"1";"1852";"485323";"4646708";"2,82285629";"41,97222879"
"BAR MUSICAL - CAFÈ CONCERT";"SUNSET JAZZ CLUB";"475";"CR";"JAUME PONS I MARTÍ";"12";"";"S";"";"";"N";"";"BS";"";"6054";"485452";"4648559";"2,82436744";"41,98890250"
"?";"CAP SANTA CLARA";"593";"CR";"SANTA CLARA";"33";"";"N";"";"";"N";"";"BS";"";"3756";"485335";"4648033";"2,82296808";"41,98416284"
"HABITATGE D'ÚS TURÍSTIC";"ANNA MARIA GIRALT CASAS";"432";"CR";"OLIVERA";"24";"";"N";"";"";"N";"";"BS";"2";"12032";"485644";"4647123";"2,82672045";"41,97597247"
"BOTIGA DE ROBA";"JAVIER SIMORRA";"593";"CR";"SANTA CLARA";"40";"";"N";"";"";"N";"";"BS";"2";"3738";"485370";"4648029";"2,82339069";"41,98412746"
"ESTUDI DE TRADUCCIÓ";"";"172";"CR";"CRISTÒFOR GROBER";"4";"";"N";"";"";"N";"";"1";"6";"3700";"485184";"4647908";"2,82114841";"41,98303418"
